sgrnaID	gene	untreatedRep1	untreatedRep2	RigosertibRep1	RigosertibRep2
Stress_Proteostasis=negVCP_-_35072163.25-all	NA	454	454	331	362
Stress_Proteostasis=negVCP_-_35072626.23-all	NA	921	921	702	800
Stress_Proteostasis=negVCP_-_35074131.23-all	NA	653	653	595	543
Stress_Proteostasis=negVMP1_+_57784810.25-all	NA	156	156	105	140
Stress_Proteostasis=negVMP1_+_57785633.24-all	NA	353	353	190	158
Stress_Proteostasis=negVPS13D_+_12289194.23-NM_018156	NA	647	647	409	460
Stress_Proteostasis=negVPS13D_-_12289582.25-NM_015378	NA	476	476	346	374
Stress_Proteostasis=negVPS13D_-_12289805.25-NM_015378	NA	288	288	252	209
Stress_Proteostasis=negVPS13D_-_12290187.23-NM_015378	NA	258	258	313	230
Stress_Proteostasis=negVPS13D_-_12291098.23-NM_015378	NA	494	494	353	385
Stress_Proteostasis=negVPS53_+_618178.25-NM_018289	NA	493	493	331	361
Stress_Proteostasis=negVPS53_-_616817.24-NM_001128159	NA	694	694	543	515
Stress_Proteostasis=negVPS72_+_151161380.23-NM_001271088	NA	1326	1326	1127	1174
Stress_Proteostasis=negVPS72_-_151162851.25-NM_005997	NA	333	333	235	268
Stress_Proteostasis=negVPS72_-_151163656.25-NM_001271087	NA	609	609	413	470
Stress_Proteostasis=negVPS72_-_151163923.24-NM_005997	NA	701	701	460	560
Stress_Proteostasis=negWBP11_+_14957214.23-all	NA	596	596	373	443
Stress_Proteostasis=negWBP11_+_14957418.25-all	NA	294	294	265	206
Stress_Proteostasis=negWDHD1_-_55493754.24-NM_001008396	NA	503	503	308	411
Stress_Proteostasis=negWDR33_+_128568366.22-NM_001006623	NA	634	634	516	510
Stress_Proteostasis=negWDR33_+_128568455.24-NM_001006623	NA	516	516	434	375
Stress_Proteostasis=negWDR33_+_128568675.22-NM_018383	NA	324	324	169	165
Stress_Proteostasis=negWDR33_+_128569165.22-NM_001006623	NA	862	862	617	585
Stress_Proteostasis=negWDR33_+_128569343.24-NM_018383	NA	1561	1561	952	1188
Stress_Proteostasis=negWDR33_+_128570096.23-NM_001006623	NA	1122	1122	809	725
Stress_Proteostasis=negWDR33_-_128568783.25-NM_018383	NA	598	598	417	423
Stress_Proteostasis=negWDR36_+_110427322.22-all	NA	520	520	367	424
Stress_Proteostasis=negWDR43_+_29118082.25-all	NA	607	607	614	477
Stress_Proteostasis=negWDR43_-_29115885.25-all	NA	1285	1285	947	928
Stress_Proteostasis=negWDR59_+_75018837.24-all	NA	769	769	676	712
Stress_Proteostasis=negWDR59_+_75019010.24-all	NA	622	622	455	550
Stress_Proteostasis=negWDR59_-_75020117.24-all	NA	435	435	304	329
Stress_Proteostasis=negWDR70_-_37377870.23-all	NA	914	914	576	548
Stress_Proteostasis=negWDR82_+_52312433.24-all	NA	557	557	433	451
Stress_Proteostasis=negWDR82_-_52311369.25-all	NA	803	803	625	674
Stress_Proteostasis=negWDR82_-_52311591.24-all	NA	1179	1179	878	791
Stress_Proteostasis=negWDR82_-_52312675.25-all	NA	267	267	161	163
Stress_Proteostasis=negWDR82_-_52312757.25-all	NA	796	796	502	576
Stress_Proteostasis=negWDR82_-_52313506.25-all	NA	880	880	697	707
Stress_Proteostasis=negWRB_+_40750724.24-NM_004627	NA	378	378	207	265
Stress_Proteostasis=negWRB_-_40759433.24-NM_001146218	NA	128	128	27	74
Stress_Proteostasis=negXAB2_-_7695128.25-all	NA	446	446	334	497
Stress_Proteostasis=negXAB2_-_7696029.23-all	NA	1809	1809	1530	1558
Stress_Proteostasis=negXPO1_+_61763626.23-all	NA	781	781	611	504
Stress_Proteostasis=negXPO1_+_61763738.25-all	NA	386	386	238	325
Stress_Proteostasis=negXPO1_+_61764523.24-all	NA	1111	1111	847	880
Stress_Proteostasis=negXPO1_+_61766375.23-all	NA	1005	1005	703	634
Stress_Proteostasis=negXPO1_-_61764208.24-all	NA	338	338	333	375
Stress_Proteostasis=negXRCC2_+_152373237.22-all	NA	693	693	432	511
Stress_Proteostasis=negXRCC2_-_152372607.25-all	NA	612	612	380	527
Stress_Proteostasis=negXRCC5_+_216973175.25-all	NA	791	791	598	630
Stress_Proteostasis=negXRCC5_+_216973945.23-all	NA	573	573	425	462
Stress_Proteostasis=negXRCC6_+_42016606.24-all	NA	513	513	360	256
Stress_Proteostasis=negYME1L1_+_27443285.23-NM_014263	NA	964	964	541	569
Stress_Proteostasis=negYME1L1_+_27443428.24-NM_014263	NA	1115	1115	813	969
Stress_Proteostasis=negYME1L1_-_27441746.22-NM_001253866	NA	583	583	415	513
Stress_Proteostasis=negYME1L1_-_27444211.25-NM_001253866	NA	690	690	409	481
Stress_Proteostasis=negYRDC_+_38273064.23-all	NA	667	667	417	397
Stress_Proteostasis=negYTHDC1_+_69215319.25-NM_133370	NA	597	597	461	469
Stress_Proteostasis=negZBTB8OS_-_33114910.24-all	NA	630	630	485	347
Stress_Proteostasis=negZC3H13_+_46626947.23-all	NA	1394	1394	1175	996
Stress_Proteostasis=negZCCHC9_+_80597265.25-NM_001131036	NA	660	660	356	380
Stress_Proteostasis=negZCCHC9_+_80597467.25-NM_001131035	NA	597	597	313	432
Stress_Proteostasis=negZCCHC9_-_80597534.23-NM_032280	NA	1148	1148	784	909
Stress_Proteostasis=negZCCHC9_-_80597684.24-NM_032280	NA	761	761	620	470
Stress_Proteostasis=negZCCHC9_-_80598609.23-NM_032280	NA	1101	1101	871	848
Stress_Proteostasis=negZCCHC9_-_80598896.25-NM_001131036	NA	730	730	605	621
Stress_Proteostasis=negZMYND8_+_45984782.24-NM_001281780,NM_001281781	NA	758	758	506	587
Stress_Proteostasis=negZMYND8_+_45984963.25-NM_183047	NA	669	669	600	622
Stress_Proteostasis=negZMYND8_+_45985469.23-NM_001281784	NA	0	0	0	0
Stress_Proteostasis=negZMYND8_+_45985626.25-NM_001281772	NA	929	929	725	867
Stress_Proteostasis=negZMYND8_+_45985744.24-NM_001281780,NM_001281773,NM_001281776	NA	72	72	31	32
Stress_Proteostasis=negZMYND8_+_45986027.25-NM_001281775	NA	994	994	636	839
Stress_Proteostasis=negZMYND8_-_45984424.24-NM_001281778	NA	1068	1068	746	679
Stress_Proteostasis=negZMYND8_-_45985125.22-NM_183048	NA	780	780	593	680
Stress_Proteostasis=negZMYND8_-_45985764.21-NM_001281777	NA	896	896	790	739
Stress_Proteostasis=negZMYND8_-_45986598.23-NM_001281779	NA	1269	1269	887	1005
Stress_Proteostasis=negZNF143_+_9481875.24-NM_003442	NA	667	667	480	514
Stress_Proteostasis=negZNF143_+_9482173.23-NM_001282657	NA	1157	1157	828	875
Stress_Proteostasis=negZNF143_+_9482186.25-NM_001282656,NM_001282657	NA	1145	1145	856	971
Stress_Proteostasis=negZNF143_+_9483768.25-NM_003442	NA	615	615	413	425
Stress_Proteostasis=negZNF143_-_9480955.24-NM_001282656	NA	393	393	253	311
Stress_Proteostasis=negZNF143_-_9480995.23-NM_001282656	NA	1009	1009	713	625
Stress_Proteostasis=negZNF143_-_9483422.25-NM_001282657	NA	1034	1034	624	693
Stress_Proteostasis=negZNF207_+_30676381.24-NM_003457	NA	1037	1037	791	820
Stress_Proteostasis=negZNF207_+_30677953.23-NM_001098507	NA	410	410	296	309
Stress_Proteostasis=negZNF207_-_30676660.22-NM_001032293	NA	2437	2437	1611	1689
Stress_Proteostasis=negZNF207_-_30677200.25-NM_001098507	NA	1395	1395	1159	1056
Stress_Proteostasis=negZNF207_-_30677680.24-NM_001098507	NA	793	793	678	637
Stress_Proteostasis=negZNF236_+_74535398.23-all	NA	1215	1215	712	871
Stress_Proteostasis=negZNF335_+_44599604.25-all	NA	839	839	579	551
Stress_Proteostasis=negZNF335_+_44601248.25-all	NA	1151	1151	898	929
Stress_Proteostasis=negZNHIT1_-_100862556.25-all	NA	1347	1347	968	837
Trafficking+Mitochondria+Motility=negAARS_-_70324178.25-all	NA	1506	1506	1166	1347
Trafficking+Mitochondria+Motility=negABCB7_+_74374837.25-NM_001271697	NA	6	6	5	9
Trafficking+Mitochondria+Motility=negABCB7_+_74376076.22-NM_001271699	NA	349	349	222	212
Trafficking+Mitochondria+Motility=negABCB7_-_74376874.24-NM_001271698	NA	245	245	192	252
Trafficking+Mitochondria+Motility=negACTL6A_+_179281229.25-NM_004301	NA	418	418	391	350
Trafficking+Mitochondria+Motility=negACTL6A_+_179281433.24-NM_177989	NA	561	561	464	370
Trafficking+Mitochondria+Motility=negACTL6A_-_179280351.23-NM_004301	NA	1205	1205	826	947
Trafficking+Mitochondria+Motility=negACTL6A_-_179280877.22-NM_178042	NA	1573	1573	1179	1134
Trafficking+Mitochondria+Motility=negACTL6A_-_179281080.25-NM_004301	NA	0	0	0	0
Trafficking+Mitochondria+Motility=negAHCTF1_-_247093107.25-all	NA	42	42	23	47
Trafficking+Mitochondria+Motility=negAKIRIN2_-_88413041.24-all	NA	1120	1120	951	843
Trafficking+Mitochondria+Motility=negAKIRIN2_-_88413198.23-all	NA	893	893	650	741
Trafficking+Mitochondria+Motility=negALG1_+_5121045.24-all	NA	1137	1137	881	857
Trafficking+Mitochondria+Motility=negALG1_-_5120268.24-all	NA	1295	1295	1207	1030
Trafficking+Mitochondria+Motility=negANAPC5_-_121789147.24-NM_016237	NA	379	379	335	348
Trafficking+Mitochondria+Motility=negANAPC5_-_121791224.24-NM_001137559	NA	1611	1611	1119	1121
Trafficking+Mitochondria+Motility=negANAPC5_-_121793484.25-NM_001137559	NA	1634	1634	1325	1038
Trafficking+Mitochondria+Motility=negANLN_+_36430274.23-NM_001284302	NA	1067	1067	817	873
Trafficking+Mitochondria+Motility=negANLN_-_36428626.24-NM_001284301	NA	794	794	548	614
Trafficking+Mitochondria+Motility=negAP2M1_+_183891583.25-NM_004068	NA	108	108	49	52
Trafficking+Mitochondria+Motility=negAP2M1_+_183893257.24-NM_004068	NA	535	535	396	333
Trafficking+Mitochondria+Motility=negAP2M1_-_183891999.23-NM_001025205	NA	1492	1492	1008	1058
Trafficking+Mitochondria+Motility=negAP2M1_-_183892619.25-NM_004068	NA	0	0	0	0
Trafficking+Mitochondria+Motility=negAP2M1_-_183892640.25-NM_001025205	NA	0	0	0	0
Trafficking+Mitochondria+Motility=negAP2M1_-_183892655.25-NM_004068	NA	181	181	105	100
Trafficking+Mitochondria+Motility=negAP2M1_-_183892714.24-NM_004068	NA	732	732	707	658
Trafficking+Mitochondria+Motility=negAP2M1_-_183894068.23-NM_004068	NA	568	568	366	426
Trafficking+Mitochondria+Motility=negAQR_+_35260493.25-all	NA	86	86	38	20
Trafficking+Mitochondria+Motility=negARCN1_-_118443424.24-NM_001655	NA	254	254	246	311
Trafficking+Mitochondria+Motility=negARPC2_+_219081306.25-NM_152862	NA	79	79	76	104
Trafficking+Mitochondria+Motility=negARPC2_+_219082330.23-all	NA	1015	1015	841	883
Trafficking+Mitochondria+Motility=negARPC2_-_219081703.25-NM_152862	NA	212	212	123	105
Trafficking+Mitochondria+Motility=negASNA1_+_12849268.24-all	NA	214	214	192	202
Trafficking+Mitochondria+Motility=negASNA1_+_12849338.24-all	NA	1210	1210	809	992
Trafficking+Mitochondria+Motility=negASNA1_+_12849404.25-all	NA	1429	1429	913	1107
Trafficking+Mitochondria+Motility=negATP2A2_+_110719796.24-NM_170665	NA	543	543	462	417
Trafficking+Mitochondria+Motility=negATP2A2_-_110719498.24-NM_001681	NA	367	367	225	248
Trafficking+Mitochondria+Motility=negATP2A2_-_110720010.24-NM_170665	NA	455	455	289	396
Trafficking+Mitochondria+Motility=negATP5A1_+_43678699.25-NM_001257335	NA	0	0	0	0
Trafficking+Mitochondria+Motility=negATP5A1_+_43678789.23-NM_001257334	NA	305	305	92	204
Trafficking+Mitochondria+Motility=negATP5A1_+_43679527.25-NM_004046	NA	399	399	180	204
Trafficking+Mitochondria+Motility=negATP5A1_+_43683775.22-NM_001001937	NA	859	859	535	639
Trafficking+Mitochondria+Motility=negATP5A1_-_43676733.23-NM_004046	NA	85	85	76	54
Trafficking+Mitochondria+Motility=negATP5A1_-_43676751.25-NM_001257335	NA	323	323	272	255
Trafficking+Mitochondria+Motility=negATP5A1_-_43680112.22-NM_004046	NA	591	591	453	333
Trafficking+Mitochondria+Motility=negATP5A1_-_43683675.25-NM_001001937	NA	1	1	2	0
Trafficking+Mitochondria+Motility=negATP5A1_-_43685950.25-NM_001001937	NA	25	25	44	17
Trafficking+Mitochondria+Motility=negATP5C1_+_7829934.21-NM_005174	NA	168	168	77	72
Trafficking+Mitochondria+Motility=negATP5C1_-_7830199.23-NM_005174	NA	721	721	524	473
Trafficking+Mitochondria+Motility=negATP6V0C_+_2563450.22-NM_001694	NA	720	720	562	544
Trafficking+Mitochondria+Motility=negATP6V0C_+_2564298.25-NM_001694	NA	501	501	405	386
Trafficking+Mitochondria+Motility=negATP6V0C_-_2562209.24-all	NA	30	30	37	8
Trafficking+Mitochondria+Motility=negATP6V0C_-_2563351.25-NM_001694	NA	249	249	240	231
Trafficking+Mitochondria+Motility=negATP6V0C_-_2563396.24-NM_001694	NA	133	133	114	147
Trafficking+Mitochondria+Motility=negATP6V0C_-_2563839.25-NM_001694	NA	404	404	274	273
Trafficking+Mitochondria+Motility=negATP6V1A_+_113465270.22-all	NA	673	673	356	476
Trafficking+Mitochondria+Motility=negATP6V1A_+_113467565.24-all	NA	178	178	152	170
Trafficking+Mitochondria+Motility=negATP6V1F_+_128501248.22-NM_004231	NA	202	202	112	156
Trafficking+Mitochondria+Motility=negATP6V1F_-_128503120.23-NM_001198909	NA	143	143	81	49
Trafficking+Mitochondria+Motility=negBANP_+_87985139.24-NM_017869,NM_079837	NA	230	230	145	184
Trafficking+Mitochondria+Motility=negBANP_+_87985434.25-NM_001173540	NA	472	472	274	343
Trafficking+Mitochondria+Motility=negBANP_+_87985702.25-NM_001173539	NA	152	152	78	106
Trafficking+Mitochondria+Motility=negBANP_+_87986468.24-NM_001173541,NM_017869	NA	670	670	458	466
Trafficking+Mitochondria+Motility=negBANP_+_87992266.22-NM_001173542	NA	933	933	775	689
Trafficking+Mitochondria+Motility=negBANP_+_87992330.25-NM_001173542	NA	2273	2273	1968	1754
Trafficking+Mitochondria+Motility=negBANP_+_87992682.24-NM_001173542	NA	187	187	135	151
Trafficking+Mitochondria+Motility=negBANP_+_87993641.23-NM_001173542	NA	23	23	46	25
Trafficking+Mitochondria+Motility=negBANP_-_87984651.24-NM_001173540	NA	734	734	614	597
Trafficking+Mitochondria+Motility=negBANP_-_87985438.24-NM_001173539	NA	994	994	630	854
Trafficking+Mitochondria+Motility=negBANP_-_87985567.24-NM_079837	NA	1016	1016	770	803
Trafficking+Mitochondria+Motility=negBANP_-_87985849.23-NM_001173539,NM_017869	NA	678	678	550	557
Trafficking+Mitochondria+Motility=negBANP_-_87985859.24-NM_001173541	NA	2115	2115	1428	1719
Trafficking+Mitochondria+Motility=negBANP_-_87993394.24-NM_001173542	NA	329	329	216	216
Trafficking+Mitochondria+Motility=negBANP_-_87993802.22-NM_001173542	NA	72	72	63	46
Trafficking+Mitochondria+Motility=negBANP_-_88002019.25-NM_001173543	NA	1652	1652	1197	1353
Trafficking+Mitochondria+Motility=negBCAS2_-_115122606.25-all	NA	525	525	317	355
Trafficking+Mitochondria+Motility=negBCL2L1_+_30309550.25-NM_001191	NA	454	454	284	348
Trafficking+Mitochondria+Motility=negBCL2L1_+_30310712.25-NM_138578	NA	104	104	64	72
Trafficking+Mitochondria+Motility=negBCL2L1_-_30309455.24-NM_138578	NA	339	339	217	260
Trafficking+Mitochondria+Motility=negBCL2L1_-_30311860.23-NM_138578	NA	1112	1112	774	971
Trafficking+Mitochondria+Motility=negBCL2_-_60985551.25-NM_000657	NA	66	66	93	80
Trafficking+Mitochondria+Motility=negBCL2_-_60985709.25-NM_000633	NA	274	274	198	224
Trafficking+Mitochondria+Motility=negBCL2_-_60987275.25-NM_000633	NA	922	922	669	742
Trafficking+Mitochondria+Motility=negBCL2_-_60987314.24-NM_000657	NA	297	297	161	162
Trafficking+Mitochondria+Motility=negBCL2_-_60987560.22-NM_000657	NA	312	312	175	225
Trafficking+Mitochondria+Motility=negBRIX1_-_34916033.23-all	NA	208	208	155	127
Trafficking+Mitochondria+Motility=negBTF3_-_72795638.25-NM_001037637	NA	946	946	600	684
Trafficking+Mitochondria+Motility=negBUD31_+_99008065.24-all	NA	352	352	227	280
Trafficking+Mitochondria+Motility=negBUD31_+_99008192.24-all	NA	178	178	153	119
Trafficking+Mitochondria+Motility=negC9orf114_-_131591225.25-all	NA	799	799	658	525
Trafficking+Mitochondria+Motility=negC9orf114_-_131593689.24-all	NA	211	211	193	177
Trafficking+Mitochondria+Motility=negCCT4_+_62115575.24-NM_006430	NA	706	706	489	547
Trafficking+Mitochondria+Motility=negCCT4_-_62117393.23-NM_006430	NA	149	149	124	129
Trafficking+Mitochondria+Motility=negCCT7_+_73460385.25-NM_001166285,NM_001166284	NA	822	822	757	667
Trafficking+Mitochondria+Motility=negCCT7_+_73460753.25-NM_001009570	NA	87	87	56	94
Trafficking+Mitochondria+Motility=negCCT7_+_73460870.25-NM_001166285	NA	240	240	200	175
Trafficking+Mitochondria+Motility=negCCT7_+_73461247.21-NM_006429	NA	1934	1934	1271	1578
Trafficking+Mitochondria+Motility=negCCT7_+_73461600.23-NR_029403	NA	2445	2445	1900	1885
Trafficking+Mitochondria+Motility=negCCT7_+_73461632.21-NR_029403	NA	1095	1095	790	718
Trafficking+Mitochondria+Motility=negCCT7_+_73461787.25-NR_029403	NA	1639	1639	1284	1297
Trafficking+Mitochondria+Motility=negCCT7_+_73461995.22-NM_001009570	NA	630	630	635	551
Trafficking+Mitochondria+Motility=negCCT7_+_73462503.23-NM_001166284	NA	924	924	776	796
Trafficking+Mitochondria+Motility=negCCT7_+_73462656.25-NM_001166284	NA	1479	1479	1006	1275
Trafficking+Mitochondria+Motility=negCCT7_-_73460296.25-NR_029402	NA	631	631	427	425
Trafficking+Mitochondria+Motility=negCCT7_-_73460662.23-NR_029403	NA	278	278	268	210
Trafficking+Mitochondria+Motility=negCCT7_-_73460687.22-NM_001009570	NA	790	790	547	487
Trafficking+Mitochondria+Motility=negCCT7_-_73460892.24-NR_029402	NA	262	262	257	206
Trafficking+Mitochondria+Motility=negCCT7_-_73461602.25-NM_001166284	NA	292	292	200	188
Trafficking+Mitochondria+Motility=negCCT8_+_30446017.25-NM_001282909	NA	197	197	135	107
Trafficking+Mitochondria+Motility=negCCT8_+_30446044.25-NM_001282909	NA	445	445	330	396
Trafficking+Mitochondria+Motility=negCCT8_+_30446307.24-NM_001282907,NM_001282908	NA	838	838	617	732
Trafficking+Mitochondria+Motility=negCCT8_-_30445693.25-NM_001282908	NA	1175	1175	887	888
Trafficking+Mitochondria+Motility=negCCT8_-_30445926.24-NM_006585	NA	1894	1894	1240	1344
Trafficking+Mitochondria+Motility=negCCT8_-_30446117.25-NM_006585	NA	2	2	6	13
Trafficking+Mitochondria+Motility=negCDC27_-_45266360.24-NM_001256	NA	1969	1969	1469	1354
Trafficking+Mitochondria+Motility=negCDC40_+_110500030.24-all	NA	703	703	499	503
Trafficking+Mitochondria+Motility=negCDC40_+_110500170.25-all	NA	1842	1842	1423	1416
Trafficking+Mitochondria+Motility=negCDC40_+_110500668.25-all	NA	224	224	180	200
Trafficking+Mitochondria+Motility=negCDC45_-_19466227.23-NM_003504	NA	131	131	74	150
Trafficking+Mitochondria+Motility=negCDC45_-_19467281.24-NM_001178010	NA	328	328	222	259
Trafficking+Mitochondria+Motility=negCDC45_-_19467314.24-NM_001178011	NA	714	714	658	591
Trafficking+Mitochondria+Motility=negCDC5L_+_44355189.21-all	NA	738	738	422	471
Trafficking+Mitochondria+Motility=negCDC5L_+_44355189.24-all	NA	293	293	235	310
Trafficking+Mitochondria+Motility=negCENPC_+_68411250.25-all	NA	405	405	383	249
Trafficking+Mitochondria+Motility=negCEP192_-_12991473.24-all	NA	776	776	644	715
Trafficking+Mitochondria+Motility=negCEP192_-_12991566.25-all	NA	508	508	402	400
Trafficking+Mitochondria+Motility=negCEP55_+_95256643.25-NM_018131	NA	42	42	62	43
Trafficking+Mitochondria+Motility=negCEP55_-_95257644.25-NM_001127182	NA	824	824	561	695
Trafficking+Mitochondria+Motility=negCEP85_+_26560875.24-NM_001281517	NA	16	16	3	8
Trafficking+Mitochondria+Motility=negCEP85_+_26595585.25-NM_001281518	NA	841	841	785	737
Trafficking+Mitochondria+Motility=negCEP85_-_26560334.23-NM_001281517	NA	0	0	0	0
Trafficking+Mitochondria+Motility=negCEP85_-_26561361.23-NM_001281517	NA	730	730	623	548
Trafficking+Mitochondria+Motility=negCEP85_-_26595167.24-NM_001281518	NA	1259	1259	868	913
Trafficking+Mitochondria+Motility=negCFDP1_+_75465867.24-all	NA	196	196	120	100
Trafficking+Mitochondria+Motility=negCFDP1_+_75468882.23-all	NA	230	230	194	284
Trafficking+Mitochondria+Motility=negCHAF1A_-_4403571.24-all	NA	789	789	427	462
Trafficking+Mitochondria+Motility=negCHCHD4_+_14166283.25-NM_144636	NA	468	468	381	416
Trafficking+Mitochondria+Motility=negCHCHD4_+_14167480.25-NM_001098502	NA	508	508	341	442
Trafficking+Mitochondria+Motility=negCHCHD4_+_14167604.23-all	NA	8	8	4	14
Trafficking+Mitochondria+Motility=negCHCHD4_-_14166403.24-NM_144636	NA	934	934	744	856
Trafficking+Mitochondria+Motility=negCHMP4B_+_32397754.24-all	NA	718	718	469	534
Trafficking+Mitochondria+Motility=negCHMP4B_+_32399846.23-all	NA	1446	1446	939	1202
Trafficking+Mitochondria+Motility=negCHMP4B_-_32399104.25-all	NA	1051	1051	727	738
Trafficking+Mitochondria+Motility=negCHMP6_+_78963919.22-all	NA	468	468	331	489
Trafficking+Mitochondria+Motility=negCHMP6_+_78964722.25-all	NA	200	200	108	130
Trafficking+Mitochondria+Motility=negCHMP6_+_78965591.25-all	NA	533	533	356	520
Trafficking+Mitochondria+Motility=negCHMP6_+_78966894.21-all	NA	478	478	379	340
Trafficking+Mitochondria+Motility=negCHMP6_-_78965748.25-all	NA	773	773	372	435
Trafficking+Mitochondria+Motility=negCIRH1A_+_69166410.25-all	NA	1198	1198	858	1012
Trafficking+Mitochondria+Motility=negCKAP5_+_46866306.25-NM_014756	NA	768	768	487	538
Trafficking+Mitochondria+Motility=negCKAP5_+_46867921.23-NM_014756	NA	526	526	459	529
Trafficking+Mitochondria+Motility=negCKAP5_+_46867958.25-NM_014756	NA	176	176	97	80
Trafficking+Mitochondria+Motility=negCKAP5_+_46869236.23-NM_001008938	NA	499	499	388	362
Trafficking+Mitochondria+Motility=negCKAP5_-_46869452.23-NM_001008938	NA	55	55	13	18
Trafficking+Mitochondria+Motility=negCLSPN_+_36234965.24-NM_022111	NA	387	387	299	376
Trafficking+Mitochondria+Motility=negCLSPN_+_36234979.24-NM_022111	NA	853	853	594	757
Trafficking+Mitochondria+Motility=negCLSPN_+_36235610.22-NM_001190481	NA	1043	1043	747	760
Trafficking+Mitochondria+Motility=negCLSPN_-_36235240.23-NM_022111	NA	713	713	496	488
Trafficking+Mitochondria+Motility=negCLSPN_-_36236530.25-NM_001190481	NA	1043	1043	633	899
Trafficking+Mitochondria+Motility=negCLTC_+_57697139.22-all	NA	941	941	844	755
Trafficking+Mitochondria+Motility=negCLTC_-_57697675.24-all	NA	62	62	40	25
Trafficking+Mitochondria+Motility=negCNOT1_-_58663132.22-NM_206999	NA	782	782	604	537
Trafficking+Mitochondria+Motility=negCNOT1_-_58664122.25-NM_001265612	NA	47	47	18	29
Trafficking+Mitochondria+Motility=negCNOT1_-_58665356.24-NM_001265612	NA	1083	1083	643	823
Trafficking+Mitochondria+Motility=negCOPA_+_160312817.25-NM_004371	NA	433	433	304	359
Trafficking+Mitochondria+Motility=negCOPB1_+_14522116.24-NM_001144062	NA	1777	1777	1186	1158
Trafficking+Mitochondria+Motility=negCOPS2_+_49447183.24-all	NA	290	290	178	169
Trafficking+Mitochondria+Motility=negCOPS2_-_49447618.24-NM_001143887	NA	725	725	486	535
Trafficking+Mitochondria+Motility=negCOPS4_+_83957316.24-NM_001258006	NA	250	250	166	122
Trafficking+Mitochondria+Motility=negCOPS4_-_83956408.24-NM_001258006	NA	908	908	619	566
Trafficking+Mitochondria+Motility=negCOPZ1_+_54717103.23-NM_001271736	NA	1161	1161	817	867
Trafficking+Mitochondria+Motility=negCOPZ1_+_54717311.25-NR_073424	NA	673	673	554	597
Trafficking+Mitochondria+Motility=negCOPZ1_+_54718133.24-NM_016057	NA	624	624	374	472
Trafficking+Mitochondria+Motility=negCOPZ1_+_54718708.24-NM_001271734,NM_016057	NA	636	636	441	432
Trafficking+Mitochondria+Motility=negCOPZ1_+_54720194.23-NM_001271734	NA	576	576	435	515
Trafficking+Mitochondria+Motility=negCOPZ1_-_54717116.25-NR_073424	NA	855	855	578	577
Trafficking+Mitochondria+Motility=negCOPZ1_-_54717848.24-NM_001271734,NM_001271736	NA	322	322	222	197
Trafficking+Mitochondria+Motility=negCOPZ1_-_54718123.21-NM_001271735	NA	1079	1079	797	778
Trafficking+Mitochondria+Motility=negCOPZ1_-_54719127.22-NM_016057	NA	107	107	92	76
Trafficking+Mitochondria+Motility=negCOPZ1_-_54719649.24-NM_001271734	NA	591	591	412	385
Trafficking+Mitochondria+Motility=negCOPZ1_-_54719964.25-NR_073424	NA	561	561	320	415
Trafficking+Mitochondria+Motility=negCOPZ1_-_54720436.24-NM_016057	NA	186	186	157	142
Trafficking+Mitochondria+Motility=negCPSF2_+_92588325.25-all	NA	450	450	347	313
Trafficking+Mitochondria+Motility=negCREBBP_+_3930104.23-NM_001079846	NA	1186	1186	924	921
Trafficking+Mitochondria+Motility=negCREBBP_-_3930946.25-NM_001079846	NA	100	100	49	96
Trafficking+Mitochondria+Motility=negCREBBP_-_3930957.25-NM_004380	NA	357	357	272	363
Trafficking+Mitochondria+Motility=negCRNKL1_+_20032869.24-NM_001278628	NA	492	492	274	371
Trafficking+Mitochondria+Motility=negCRNKL1_+_20037633.25-NM_016652	NA	2422	2422	2062	2043
Trafficking+Mitochondria+Motility=negCRNKL1_+_20038186.25-NM_001278627	NA	273	273	226	167
Trafficking+Mitochondria+Motility=negCRNKL1_+_20038435.24-NM_001278626	NA	387	387	202	339
Trafficking+Mitochondria+Motility=negCRNKL1_-_20031854.22-NM_001278628	NA	1893	1893	1237	1330
Trafficking+Mitochondria+Motility=negCSE1L_+_47663634.22-NM_001256135	NA	313	313	252	292
Trafficking+Mitochondria+Motility=negCSE1L_-_47661049.24-NR_045796	NA	275	275	233	200
Trafficking+Mitochondria+Motility=negCSE1L_-_47663434.24-NM_001256135	NA	537	537	414	418
Trafficking+Mitochondria+Motility=negCSE1L_-_47663605.21-NM_001316	NA	153	153	87	177
Trafficking+Mitochondria+Motility=negCSNK1A1_+_148928832.24-NM_001271742	NA	1452	1452	797	1194
Trafficking+Mitochondria+Motility=negCSNK1A1_+_148931155.24-NM_001892	NA	837	837	802	625
Trafficking+Mitochondria+Motility=negCSNK1A1_+_148932481.23-NM_001025105	NA	1126	1126	763	780
Trafficking+Mitochondria+Motility=negCSNK1A1_-_148929354.22-NM_001271741	NA	1148	1148	880	907
Trafficking+Mitochondria+Motility=negCSNK1A1_-_148930507.23-NM_001025105	NA	298	298	320	251
Trafficking+Mitochondria+Motility=negCSTF1_+_54967506.24-NM_001324	NA	1804	1804	1151	1218
Trafficking+Mitochondria+Motility=negCSTF1_+_54967649.25-NM_001033521	NA	1581	1581	1238	1418
Trafficking+Mitochondria+Motility=negCSTF1_-_54966289.22-NM_001033521	NA	463	463	337	381
Trafficking+Mitochondria+Motility=negCSTF1_-_54966594.24-NM_001033522	NA	800	800	638	694
