sgId	gene	untreated_day15Rep1	untreated_day15Rep2	RigosertibRep1	RigosertibRep2
Unassigned=negBCL2_-_60987242.25-NM_000633	negative_control	26	25	24	19
Unassigned=negBUD31_-_99005680.25-all	negative_control	247	262	174	235
Unassigned=negCCT4_+_62114389.25-NM_001256721	negative_control	185	161	217	161
Unassigned=negCCT4_+_62115875.22-NM_001256721	negative_control	8	16	11	32
Unassigned=negCCT4_+_62116452.25-NM_001256721	negative_control	271	262	420	395
Unassigned=negCCT4_-_62117160.23-NM_001256721	negative_control	137	273	140	200
Unassigned=negCCT7_+_73460213.24-NM_001166284	negative_control	38	47	32	45
Unassigned=negCCT7_+_73460965.23-NR_029402	negative_control	207	190	193	160
Unassigned=negCCT7_+_73461547.24-NM_001166284,NM_001009570	negative_control	172	188	234	203
Unassigned=negCCT8_+_30445743.23-NM_001282907	negative_control	626	712	764	663
Unassigned=negCCT8_-_30446454.25-NM_001282908	negative_control	457	475	490	473
Unassigned=negCCT8_-_30447650.23-NM_006585	negative_control	227	291	244	256
Unassigned=negCDC27_-_45266802.24-NM_001114091	negative_control	190	176	177	179
Unassigned=negCDC40_-_110501864.24-all	negative_control	1299	1543	1529	1394
Unassigned=negCDC45_+_19466520.25-NM_001178011,NM_001178010	negative_control	44	57	39	75
Unassigned=negCDC45_-_19466207.23-NM_003504	negative_control	405	398	323	411
Unassigned=negCDC45_-_19467480.25-NM_003504	negative_control	77	91	78	80
Unassigned=negCDC45_-_19467787.23-NM_001178011	negative_control	450	569	398	316
Unassigned=negCDC5L_-_44355577.25-all	negative_control	535	550	412	528
Unassigned=negCDC5L_-_44355928.23-all	negative_control	188	154	221	257
Unassigned=negCDC73_-_193090905.22-all	negative_control	0	0	0	0
Unassigned=negCEP192_+_12992201.24-all	negative_control	438	461	403	524
Unassigned=negCEP55_+_95257209.25-NM_001127182	negative_control	149	255	163	136
Unassigned=negCEP55_+_95257315.23-NM_001127182	negative_control	569	562	664	608
Unassigned=negCEP85_+_26561336.23-NM_022778	negative_control	58	82	97	88
Unassigned=negCEP85_-_26559334.22-NM_001281517	negative_control	494	570	263	332
Unassigned=negCEP85_-_26560489.25-NM_001281517	negative_control	104	110	67	85
Unassigned=negCEP85_-_26595157.23-NM_001281518	negative_control	909	1003	969	1052
Unassigned=negCFDP1_+_75466407.24-all	negative_control	8	7	9	12
Unassigned=negCFDP1_+_75467083.24-all	negative_control	323	302	240	400
Unassigned=negCHAF1A_+_4403384.23-all	negative_control	282	358	305	299
Unassigned=negCHAF1A_-_4403152.25-all	negative_control	353	313	285	306
Unassigned=negCHCHD4_+_14166307.23-NM_144636	negative_control	0	0	0	0
Unassigned=negCHCHD4_-_14167108.25-NM_001098502	negative_control	77	55	72	94
Unassigned=negCHMP4B_-_32399905.25-all	negative_control	233	169	268	184
Unassigned=negCHMP6_-_78965800.25-all	negative_control	250	254	184	261
Unassigned=negCKAP5_-_46866241.22-NM_001008938	negative_control	273	279	298	259
Unassigned=negCNOT1_+_58663692.23-NM_001265612	negative_control	455	420	360	324
Unassigned=negCNOT1_+_58665067.23-NM_016284	negative_control	460	487	416	385
Unassigned=negCNOT1_-_58664358.24-NR_049763	negative_control	487	517	253	244
Unassigned=negCNOT1_-_58664877.22-NM_016284	negative_control	245	223	273	255
Unassigned=negCOPA_+_160315027.23-NM_001098398	negative_control	230	258	247	194
Unassigned=negCOPB1_+_14520701.25-NM_001144061	negative_control	416	480	505	365
Unassigned=negCOPS2_+_49449060.24-NM_004236	negative_control	281	412	278	343
Unassigned=negCOPS2_-_49447777.25-NM_004236	negative_control	616	621	664	463
Unassigned=negCOPZ1_+_54718696.25-NM_001271736	negative_control	294	290	216	295
Unassigned=negCOPZ1_+_54720209.24-NM_001271736	negative_control	248	314	233	304
Unassigned=negCPSF6_+_69634462.23-all	negative_control	393	403	465	422
Unassigned=negCREBBP_-_3930952.25-NM_004380	negative_control	73	75	91	64
Unassigned=negCRNKL1_+_20037534.24-NM_001278625	negative_control	521	532	527	604
Unassigned=negCRNKL1_-_20036615.24-NM_001278625	negative_control	43	85	44	58
Unassigned=negCSE1L_-_47662738.25-NM_001256135	negative_control	490	482	568	628
Unassigned=negCSNK1A1_-_148930817.23-NM_001892	negative_control	346	335	357	420
Unassigned=negCSNK1A1_-_148931140.24-NM_001892	negative_control	2796	3104	2761	2691
Unassigned=negCSTF1_+_54967941.24-NM_001033522	negative_control	248	167	221	159
Unassigned=negCSTF1_+_54968041.23-NM_001324	negative_control	290	329	305	356
Unassigned=negCSTF1_-_54967859.23-NM_001033522	negative_control	348	350	325	429
Unassigned=negCSTF1_-_54969045.25-NM_001033522	negative_control	329	396	514	338
Unassigned=negCTCF_-_67597308.24-NM_001191022	negative_control	403	383	413	364
Unassigned=negCTNNBL1_+_36320839.22-NM_030877	negative_control	218	171	208	175
Unassigned=negCTNNBL1_+_36320963.25-NM_001281495	negative_control	682	756	727	666
Unassigned=negCTNNBL1_+_36323636.24-NM_030877	negative_control	222	194	164	146
Unassigned=negCTNNBL1_-_36322477.24-NM_001281495	negative_control	24	38	33	51
Unassigned=negCUL1_-_148396478.25-all	negative_control	296	345	359	324
Unassigned=negCWF19L2_+_107327753.25-all	negative_control	174	203	179	217
Unassigned=negCYB5B_-_69460252.22-all	negative_control	330	416	319	359
Unassigned=negDAP3_+_155658524.24-NM_001199851	negative_control	96	87	139	128
Unassigned=negDAP3_+_155659661.23-NM_033657	negative_control	492	549	623	524
Unassigned=negDAP3_-_155660248.24-NM_004632	negative_control	116	181	173	90
Unassigned=negDARS_+_136741964.22-all	negative_control	137	193	210	152
Unassigned=negDCTN4_+_150138390.23-NM_001135644	negative_control	76	107	165	119
Unassigned=negDCTN4_-_150137093.24-NM_001135643	negative_control	249	293	278	265
Unassigned=negDCTN4_-_150139135.25-NM_001135644	negative_control	175	220	147	105
Unassigned=negDDX21_-_70716365.25-NM_001256910	negative_control	101	168	128	113
Unassigned=negDDX42_-_61851818.24-NM_203499	negative_control	431	467	539	534
Unassigned=negDDX46_-_134094334.24-all	negative_control	202	185	168	268
Unassigned=negDDX47_+_12965511.25-NM_016355	negative_control	156	239	147	168
Unassigned=negDDX47_+_12965636.23-NM_016355	negative_control	211	237	314	239
Unassigned=negDDX54_+_113622726.22-NM_001111322	negative_control	101	173	136	141
Unassigned=negDHX33_+_5372275.25-NM_001199699	negative_control	88	99	232	220
Unassigned=negDHX33_+_5372587.25-NM_001199699	negative_control	375	350	306	421
Unassigned=negDHX33_-_5372012.22-NM_001199699	negative_control	136	120	187	154
Unassigned=negDIDO1_+_61557451.25-NM_001193370	negative_control	227	261	255	200
Unassigned=negDIDO1_+_61559011.25-NM_080796	negative_control	467	488	587	551
Unassigned=negDIDO1_+_61568728.25-NM_022105	negative_control	26	31	47	40
Unassigned=negDIDO1_+_61568966.22-NM_022105	negative_control	3	0	28	0
Unassigned=negDIDO1_-_61559361.25-NM_001193370	negative_control	342	275	298	335
Unassigned=negDIDO1_-_61569790.25-NM_080797	negative_control	0	0	0	0
Unassigned=negDIDO1_-_61569812.23-NM_080797	negative_control	271	298	373	486
Unassigned=negDTL_+_212209352.24-NM_016448	negative_control	45	42	44	27
Unassigned=negDYNC1H1_-_102430141.24-all	negative_control	175	171	146	196
Unassigned=negDYNC1I2_+_172542256.25-NM_001271786,NM_001271788	negative_control	157	156	151	129
Unassigned=negDYNC1I2_+_172542327.24-NM_001378	negative_control	698	800	626	779
Unassigned=negDYNC1I2_+_172543526.25-NM_001378	negative_control	271	340	303	261
Unassigned=negDYNC1I2_+_172544601.24-NM_001271790	negative_control	319	310	163	264
Unassigned=negDYNC1I2_-_172542895.23-NM_001271787	negative_control	244	318	302	316
Unassigned=negDYNC1I2_-_172544889.22-NM_001271785,NM_001271789	negative_control	118	145	120	117
Unassigned=negDYNC1I2_-_172544903.24-NM_001271789	negative_control	337	347	371	270
Unassigned=negDYRK1A_+_38738826.24-NM_101395	negative_control	266	292	202	141
Unassigned=negDYRK1A_-_38739806.24-NM_101395	negative_control	206	169	262	216
Unassigned=negEFTUD2_+_42975699.24-NM_001142605,NM_001258353	negative_control	339	433	425	260
Unassigned=negEFTUD2_-_42977570.23-NM_001258354	negative_control	336	372	388	404
Unassigned=negEIF1AX_+_20159670.22-all	negative_control	494	557	534	514
Unassigned=negEIF1AX_+_20159989.25-all	negative_control	199	211	197	133
Unassigned=negEIF2B3_+_45451747.22-NM_020365	negative_control	237	265	234	228
Unassigned=negEIF2B3_+_45452011.22-NM_020365	negative_control	214	288	199	228
Unassigned=negEIF2B3_+_45452774.25-NM_001166588	negative_control	263	218	241	257
Unassigned=negEIF2B4_+_27591960.25-NM_172195	negative_control	272	294	272	252
Unassigned=negEIF2B4_+_27593738.24-NM_015636,NM_172195	negative_control	167	209	138	167
Unassigned=negEIF2S1_+_67826407.25-all	negative_control	245	266	290	264
Unassigned=negEIF2S2_+_32701014.25-all	negative_control	206	189	255	255
Unassigned=negEIF3E_-_109261065.25-all	negative_control	426	453	363	462
Unassigned=negEIF4A1_+_7475833.25-NM_001416	negative_control	268	251	350	285
Unassigned=negEIF4A1_+_7476307.24-NM_001204510	negative_control	464	488	558	570
Unassigned=negEIF4A1_-_7475540.23-NM_001416	negative_control	273	390	369	320
Unassigned=negEIF4A1_-_7476452.25-NM_001204510	negative_control	371	430	360	444
Unassigned=negEIF4A3_+_78119599.24-all	negative_control	216	287	252	259
Unassigned=negEIF4A3_+_78121817.23-all	negative_control	411	410	468	424
Unassigned=negEIF4B_+_53400328.24-all	negative_control	307	299	340	342
Unassigned=negEIF4E_+_99849828.25-NM_001130678	negative_control	424	409	479	387
Unassigned=negEIF4E_+_99852093.25-NM_001968	negative_control	515	567	615	561
Unassigned=negEIF4E_-_99850902.23-NM_001968	negative_control	276	276	356	300
Unassigned=negEIF5A_+_7213204.22-NM_001143762	negative_control	465	491	505	445
Unassigned=negEIF5A_-_7210630.25-NM_001970	negative_control	148	162	155	215
Unassigned=negEIF5A_-_7210686.23-NM_001143760	negative_control	123	187	156	162
Unassigned=negEIF5A_-_7210750.24-NM_001143760	negative_control	411	472	552	538
Unassigned=negEIF5A_-_7211341.24-NM_001143761	negative_control	368	368	386	351
Unassigned=negEIF5A_-_7211689.24-NM_001143760	negative_control	101	107	78	113
Unassigned=negEIF5B_+_99953648.24-all	negative_control	212	210	223	208
Unassigned=negEIF6_+_33872178.24-NM_181468,NR_052023	negative_control	520	498	607	453
Unassigned=negEIF6_+_33873256.22-NM_001267810	negative_control	59	62	61	60
Unassigned=negEIF6_+_33873418.23-NM_181468,NR_052024	negative_control	196	207	351	357
Unassigned=negEIF6_+_33873797.25-NR_052024,NR_052022	negative_control	262	310	245	252
Unassigned=negEIF6_+_33873872.25-NR_052022	negative_control	188	268	288	194
Unassigned=negEIF6_-_33871052.25-NM_001267810	negative_control	169	128	218	171
Unassigned=negEIF6_-_33872305.22-NR_052023,NM_181466	negative_control	518	594	566	652
Unassigned=negEIF6_-_33872865.25-NM_001267810	negative_control	55	72	90	44
Unassigned=negELP6_-_47556099.24-all	negative_control	202	273	211	232
Unassigned=negESF1_+_13764278.24-NM_001276380	negative_control	312	320	313	298
Unassigned=negETF1_-_137878555.24-NM_001282185	negative_control	78	64	84	42
Unassigned=negETF1_-_137879105.25-NM_001256302	negative_control	155	154	275	311
Unassigned=negEXOSC2_+_133569128.24-NM_014285	negative_control	543	581	541	605
Unassigned=negEXOSC2_-_133567966.22-NM_001282709	negative_control	232	345	160	127
Unassigned=negEXOSC2_-_133569132.25-NM_014285	negative_control	305	377	283	282
Unassigned=negEXOSC3_+_37785032.23-NM_016042	negative_control	225	237	281	288
Unassigned=negEXOSC3_+_37786392.25-NM_016042	negative_control	258	221	229	286
Unassigned=negEXOSC8_-_37574928.22-all	negative_control	317	288	416	358
Unassigned=negEZH2_+_148581423.23-NM_001203249	negative_control	115	88	131	90
Unassigned=negEZH2_-_148580643.25-NM_001203249	negative_control	65	71	221	168
Unassigned=negEZH2_-_148581849.25-NM_001203247	negative_control	260	288	289	203
Unassigned=negFBXO5_+_153303899.25-NM_012177	negative_control	162	253	223	227
Unassigned=negFBXO5_+_153303967.24-NM_001142522	negative_control	251	295	230	232
Unassigned=negFBXO5_-_153303612.24-NM_012177	negative_control	0	0	0	0
Unassigned=negFUBP1_-_78445138.23-all	negative_control	826	1103	1181	1146
Unassigned=negGABPA_-_27107312.25-NM_001197297	negative_control	368	383	399	484
Unassigned=negGABPA_-_27108056.25-NM_002040	negative_control	371	433	512	567
Unassigned=negGABPA_-_27108516.24-NM_001197297	negative_control	385	423	445	411
Unassigned=negGABPA_-_27108522.24-NM_002040	negative_control	258	202	197	207
Unassigned=negGABPB1_+_50647139.23-NM_005254	negative_control	338	367	403	381
Unassigned=negGABPB1_-_50647054.25-NM_005254	negative_control	348	425	384	348
Unassigned=negGART_+_34913688.24-NM_000819	negative_control	437	349	411	381
Unassigned=negGART_+_34914482.23-NM_001136006	negative_control	132	201	135	143
Unassigned=negGART_+_34915466.22-NM_000819	negative_control	257	265	367	330
Unassigned=negGART_+_34915841.25-NM_001136006	negative_control	250	236	242	189
Unassigned=negGART_+_34915860.24-NM_000819	negative_control	306	258	295	343
Unassigned=negGART_-_34914421.25-NM_000819,NM_001136006	negative_control	147	205	246	168
Unassigned=negGART_-_34914658.22-NM_001136005	negative_control	184	175	143	192
Unassigned=negGEMIN4_-_656574.23-all	negative_control	408	412	334	362
Unassigned=negGNB2L1_-_180669834.25-all	negative_control	183	190	161	183
Unassigned=negGNL2_+_38061667.24-all	negative_control	313	420	210	230
Unassigned=negGNL2_-_38063050.23-all	negative_control	569	668	539	624
Unassigned=negGNL3_+_52718159.25-NM_206825	negative_control	216	219	211	232
Unassigned=negGNL3_+_52719664.23-NM_014366	negative_control	292	297	171	222
Unassigned=negGNL3_+_52721114.24-NM_014366	negative_control	128	113	128	137
Unassigned=negGNL3_-_52720593.23-NM_206825	negative_control	415	433	312	369
Unassigned=negGON4L_+_155826936.25-NM_001282861	negative_control	511	502	429	376
Unassigned=negGON4L_-_155830376.23-NM_001282856	negative_control	269	286	281	367
Unassigned=negGSPT1_+_12009231.24-NM_002094	negative_control	205	235	458	437
Unassigned=negGSPT1_+_12009723.24-NM_002094	negative_control	124	181	148	151
Unassigned=negGSPT1_-_12009604.21-NM_001130007	negative_control	170	204	182	145
Unassigned=negGSPT1_-_12009671.22-NM_002094	negative_control	296	346	182	229
Unassigned=negGSPT1_-_12011458.23-NM_001130006	negative_control	466	463	428	510
Unassigned=negGTF2H1_+_18343733.25-NM_001142307	negative_control	747	763	842	903
Unassigned=negGTF2H1_-_18344037.25-NM_001142307	negative_control	84	121	178	189
Unassigned=negGTF2H3_+_124117028.23-NM_001271868	negative_control	537	665	532	523
Unassigned=negGTF2H3_+_124117615.23-NM_001271867,NM_001271866	negative_control	558	637	678	692
Unassigned=negGTF2H3_+_124118261.25-NM_001271867	negative_control	205	287	221	249
Unassigned=negGTF2H3_+_124118458.25-NM_001516	negative_control	272	345	265	330
Unassigned=negGTF2H3_-_124118061.23-NM_001271868	negative_control	337	391	475	440
Unassigned=negGTF3C6_-_111280179.25-all	negative_control	289	252	223	197
Unassigned=negGTPBP4_-_1033089.23-all	negative_control	226	238	279	187
Unassigned=negGTPBP4_-_1034742.25-all	negative_control	183	185	150	168
Unassigned=negHARS_+_140071463.23-NM_001258040	negative_control	302	369	313	268
Unassigned=negHARS_-_140069813.23-NM_001258041	negative_control	233	300	379	293
Unassigned=negHARS_-_140069984.25-NM_001258041	negative_control	313	291	294	321
Unassigned=negHARS_-_140072716.24-NM_002109	negative_control	212	236	253	170
Unassigned=negHAUS2_+_42841037.23-all	negative_control	2260	2042	2118	1836
Unassigned=negHAUS2_-_42839629.25-NM_001130447	negative_control	984	1027	1094	1075
Unassigned=negHNRNPC_+_21737255.23-NM_031314	negative_control	155	154	149	212
Unassigned=negHNRNPC_+_21737673.22-NM_004500	negative_control	809	771	722	878
Unassigned=negHNRNPC_+_21739060.23-NM_031314	negative_control	251	207	246	255
Unassigned=negHNRNPC_-_21739221.24-NM_004500	negative_control	413	479	389	530
Unassigned=negHNRNPL_+_39340593.24-NM_001533	negative_control	122	121	97	145
Unassigned=negHNRNPL_+_39341593.23-NM_001533	negative_control	637	677	696	723
Unassigned=negHNRNPL_+_39341745.22-NM_001533	negative_control	361	494	351	361
Unassigned=negHNRNPL_+_39342292.22-NM_001005335	negative_control	337	338	306	299
Unassigned=negHNRNPM_+_8510175.24-NM_031203	negative_control	164	223	161	236
Unassigned=negHNRNPM_-_8508237.25-NM_005968	negative_control	252	263	280	287
Unassigned=negHNRNPM_-_8508655.25-NM_031203	negative_control	391	460	468	485
Unassigned=negHSD17B10_+_53462407.24-NM_001037811	negative_control	286	236	275	246
Unassigned=negHSD17B10_-_53459968.24-NM_004493	negative_control	321	494	407	405
Unassigned=negHSD17B10_-_53460131.25-NM_001037811	negative_control	247	270	290	245
Unassigned=negHSD17B10_-_53461701.23-NM_004493	negative_control	173	169	132	151
Unassigned=negHSD17B10_-_53461926.25-NM_004493	negative_control	320	337	413	485
Unassigned=negHSP90AB1_+_44214110.25-NM_001271972	negative_control	374	390	438	459
Unassigned=negHSP90AB1_+_44214301.25-NM_001271970,NM_001271971	negative_control	478	525	441	415
Unassigned=negHSP90AB1_+_44215348.23-NM_001271969	negative_control	161	266	222	322
Unassigned=negHSPA8_+_122932535.23-NM_006597	negative_control	330	235	254	232
Unassigned=negHSPA8_-_122933374.25-NM_006597	negative_control	315	350	414	405
Unassigned=negHSPD1_-_198364498.24-NM_002156	negative_control	149	147	144	164
Unassigned=negHSPD1_-_198365171.25-NM_199440	negative_control	548	566	467	570
Unassigned=negIARS2_+_220268087.23-all	negative_control	584	551	510	539
Unassigned=negIARS2_-_220267347.24-all	negative_control	205	287	300	226
Unassigned=negIARS_+_95054757.24-NM_002161	negative_control	274	341	407	463
Unassigned=negIARS_-_95054775.24-NM_013417	negative_control	230	253	285	270
Unassigned=negIL4I1_+_50400180.25-NM_152899	negative_control	254	325	277	306
Unassigned=negIL4I1_-_50431128.22-NR_047577	negative_control	688	685	669	726
Unassigned=negIL4I1_-_50432864.25-NM_001258017	negative_control	323	337	365	287
Unassigned=negIL4I1_-_50433573.25-NM_001258018	negative_control	266	344	213	209
Unassigned=negILF3_+_10763251.24-NM_017620	negative_control	455	481	514	457
Unassigned=negILF3_-_10764674.23-NM_153464	negative_control	526	558	629	690
Unassigned=negILF3_-_10765691.24-NM_153464	negative_control	280	368	310	319
Unassigned=negILF3_-_10766441.22-NM_153464	negative_control	522	521	554	551
Unassigned=negIMMT_-_86422981.25-NM_001100170	negative_control	65	71	63	97
Unassigned=negINCENP_-_61891547.25-NM_020238	negative_control	403	479	402	373
Unassigned=negINO80C_+_33079287.25-NM_001098817	negative_control	346	391	302	273
Unassigned=negINO80C_-_33077237.23-NM_001098817	negative_control	345	546	417	501
Unassigned=negINO80_+_41406877.24-NM_017553	negative_control	486	587	451	534
Unassigned=negINO80_+_41408517.25-NM_017553	negative_control	161	166	250	138
Unassigned=negIPO11_-_61708695.24-NM_016338	negative_control	245	267	208	296
Unassigned=negIPO7_+_9406713.24-all	negative_control	141	103	86	144
Unassigned=negKARS_+_75681953.23-NM_005548	negative_control	166	186	198	186
Unassigned=negKARS_-_75681868.23-NM_001130089	negative_control	365	483	361	474
Unassigned=negKIF11_+_94351482.25-all	negative_control	176	188	241	252
Unassigned=negKIF11_-_94351619.25-all	negative_control	257	297	250	255
Unassigned=negKIF18A_-_28129111.25-all	negative_control	517	470	503	491
Unassigned=negKIF4A_+_69510075.24-all	negative_control	244	184	212	172
Unassigned=negKPNB1_+_45727333.24-NM_001276453	negative_control	127	158	163	144
Unassigned=negKPNB1_+_45727334.25-NM_001276453	negative_control	65	131	127	105
Unassigned=negKPNB1_-_45727188.23-NM_001276453	negative_control	305	300	370	331
Unassigned=negLARP1_-_154091940.25-all	negative_control	188	209	136	188
Unassigned=negLARP1_-_154092420.23-all	negative_control	534	522	522	646
Unassigned=negLARP1_-_154092524.25-all	negative_control	186	172	229	156
Unassigned=negLAS1L_-_64754265.24-NM_001170649	negative_control	312	370	397	507
Unassigned=negLENG1_+_54664166.25-all	negative_control	160	228	238	205
Unassigned=negLETM1_+_1857562.25-all	negative_control	205	244	266	243
Unassigned=negLETM1_+_1858626.25-all	negative_control	336	443	958	862
Unassigned=negLIAS_+_39461087.24-NM_001278592	negative_control	221	278	293	346
Unassigned=negLIAS_+_39461103.24-NM_001278590,NM_006859	negative_control	165	200	163	182
Unassigned=negLIN54_+_83930850.25-NM_194282	negative_control	137	167	161	156
Unassigned=negLUC7L2_-_139043891.25-NM_016019	negative_control	56	46	23	79
Unassigned=negLUC7L2_-_139044680.23-NM_001270643	negative_control	173	207	187	209
Unassigned=negLYRM4_+_5260334.25-NR_104417	negative_control	567	721	555	580
Unassigned=negLYRM4_+_5260471.25-NR_104418	negative_control	214	204	210	233
Unassigned=negLYRM4_+_5260814.25-NM_001164841,NM_020408	negative_control	427	455	645	507
Unassigned=negLYRM4_+_5261196.24-NM_001164841	negative_control	206	176	241	261
Unassigned=negLYRM4_+_5261455.24-NR_104417,NM_001164840	negative_control	464	434	529	475
Unassigned=negLYRM4_+_5261514.25-NM_001164840	negative_control	452	392	427	309
Unassigned=negLYRM4_+_5261811.23-NR_104418	negative_control	134	128	181	121
Unassigned=negLYRM4_-_5259854.25-NM_001164841	negative_control	217	238	206	262
Unassigned=negLYRM4_-_5261464.24-NM_001164841,NR_104417	negative_control	426	473	382	351
Unassigned=negLYRM4_-_5261578.25-NM_001164841	negative_control	112	222	133	145
Unassigned=negMARS_+_57880631.22-all	negative_control	109	136	150	145
Unassigned=negMARS_+_57883194.22-all	negative_control	306	381	405	304
Unassigned=negMATR3_+_138609741.24-NM_199189,NM_001282278	negative_control	23	37	19	52
Unassigned=negMATR3_+_138609790.23-NM_001194954,NM_199189	negative_control	425	587	260	232
Unassigned=negMATR3_+_138629593.25-NM_001194956	negative_control	141	156	222	152
Unassigned=negMATR3_-_138630478.23-NM_018834	negative_control	94	68	84	118
Unassigned=negMATR3_-_138630647.23-NM_001194956	negative_control	467	467	575	509
Unassigned=negMATR3_-_138630695.23-NM_001194956	negative_control	364	322	501	443
Unassigned=negMCM3AP_+_47706165.25-all	negative_control	212	325	298	295
Unassigned=negMCM3AP_-_47705948.25-all	negative_control	294	382	327	386
Unassigned=negMCM7_+_99697921.25-NM_005916	negative_control	201	244	305	258
Unassigned=negMCM7_+_99698383.25-NM_182776	negative_control	134	181	132	202
Unassigned=negMCM7_+_99698586.23-NM_182776	negative_control	385	416	416	467
Unassigned=negMCM7_+_99698899.25-NM_001278595	negative_control	152	173	228	162
Unassigned=negMCM7_+_99699750.23-NM_005916	negative_control	348	420	347	397
Unassigned=negMCM7_+_99699907.25-NM_005916	negative_control	1198	1189	1160	1094
Unassigned=negMCM7_-_99699573.25-NM_182776,NM_001278595	negative_control	163	244	158	252
Unassigned=negMED12_-_70338758.25-all	negative_control	235	198	209	241
Unassigned=negMED12_-_70338797.25-all	negative_control	447	389	475	303
Unassigned=negMED14_-_40593574.23-all	negative_control	299	288	333	247
Unassigned=negMED4_+_48668627.24-NM_001270629	negative_control	572	659	416	497
Unassigned=negMETAP2_-_95867527.23-all	negative_control	119	123	97	89
Unassigned=negMIS12_+_5388863.21-NM_001258218	negative_control	336	403	349	382
Unassigned=negMIS12_-_5388894.25-NM_024039	negative_control	242	267	243	237
Unassigned=negMIS12_-_5390661.24-NM_001258219	negative_control	286	338	325	359
Unassigned=negMRPL35_+_86425310.23-NM_016622	negative_control	198	183	312	275
Unassigned=negMRPL35_+_86425950.25-NM_145644	negative_control	56	72	89	63
Unassigned=negMRPL35_-_86425409.24-NM_016622	negative_control	243	315	310	277
Unassigned=negMRPL48_+_73498247.25-all	negative_control	226	230	267	200
Unassigned=negMRPL48_-_73499202.23-all	negative_control	123	123	167	170
Unassigned=negMTOR_-_11321786.24-all	negative_control	323	319	319	287
Unassigned=negMTPAP_+_30637147.23-all	negative_control	173	178	178	180
Unassigned=negMTPAP_-_30639491.24-all	negative_control	98	74	67	102
Unassigned=negNAA15_-_140222609.23-all	negative_control	419	414	376	420
Unassigned=negNAA50_+_113466103.22-all	negative_control	166	181	199	184
Unassigned=negNACA_+_57120086.25-NM_001113203	negative_control	200	214	173	249
Unassigned=negNARS2_+_78285384.24-NM_024678	negative_control	484	578	520	528
Unassigned=negNARS2_+_78286470.23-NM_024678	negative_control	753	676	670	688
Unassigned=negNARS2_-_78285545.24-NM_001243251	negative_control	182	191	203	174
Unassigned=negNARS_+_55289742.24-all	negative_control	352	372	465	461
Unassigned=negNARS_-_55290964.23-all	negative_control	152	154	212	133
Unassigned=negNBAS_+_15700002.24-NM_015909	negative_control	425	504	401	504
Unassigned=negNBAS_+_15701277.22-NR_052013	negative_control	776	851	631	679
Unassigned=negNBAS_-_15701289.24-NR_052013	negative_control	238	232	164	217
Unassigned=negNCAPG_-_17813922.25-NR_073124	negative_control	792	944	931	917
Unassigned=negNCAPH_+_97000263.22-NM_015341	negative_control	193	208	225	244
Unassigned=negNCAPH_-_96999855.24-NM_001281711	negative_control	587	594	679	623
Unassigned=negNDC80_+_2571631.22-all	negative_control	59	51	49	58
Unassigned=negNDC80_-_2570359.24-all	negative_control	589	650	658	636
Unassigned=negNFYC_+_41156075.25-NM_014223	negative_control	331	316	571	451
Unassigned=negNFYC_+_41157421.24-NM_001142590	negative_control	300	413	306	322
Unassigned=negNFYC_+_41159272.24-NM_001142590	negative_control	314	491	408	402
Unassigned=negNFYC_-_41158039.24-NM_001142589	negative_control	109	132	130	153
Unassigned=negNHP2L1_+_42084788.23-NM_001003796	negative_control	472	445	456	555
Unassigned=negNHP2L1_-_42085589.25-NM_005008	negative_control	390	235	422	287
Unassigned=negNHP2L1_-_42085897.25-NM_005008	negative_control	201	190	181	169
Unassigned=negNHP2L1_-_42086657.24-NM_005008	negative_control	582	593	827	771
Unassigned=negNMT1_+_43138351.24-all	negative_control	383	470	438	421
Unassigned=negNOL11_-_65715790.25-all	negative_control	579	552	523	506
Unassigned=negNOL12_-_38082973.25-all	negative_control	78	103	155	149
Unassigned=negNOLC1_+_103910665.25-NM_004741	negative_control	8	36	13	0
Unassigned=negNOLC1_+_103913699.25-NM_001284388	negative_control	350	431	383	383
Unassigned=negNPAT_+_108093987.23-all	negative_control	158	219	182	274
Unassigned=negNRF1_-_129250447.24-NM_005011	negative_control	339	364	343	408
Unassigned=negNRF1_-_129252197.25-NM_005011	negative_control	168	150	156	134
Unassigned=negNSRP1_+_28443031.25-NM_032141	negative_control	567	540	593	561
Unassigned=negNSRP1_+_28443491.25-NM_032141	negative_control	168	177	143	153
Unassigned=negNUDC_+_27248551.24-all	negative_control	231	308	276	254
Unassigned=negNUDC_-_27246740.24-all	negative_control	22	53	87	55
Unassigned=negNUDC_-_27248017.24-all	negative_control	1350	1463	1540	1537
Unassigned=negNUP153_+_17706043.23-NM_001278210	negative_control	261	310	300	430
Unassigned=negNUP153_+_17706231.24-NM_001278209	negative_control	140	165	168	120
Unassigned=negNUP153_-_17706788.23-NM_005124	negative_control	263	301	262	229
Unassigned=negNUP153_-_17708402.25-NM_001278210	negative_control	487	526	439	450
Unassigned=negNUP155_-_37370242.25-NM_004298	negative_control	1140	1177	1126	1140
Unassigned=negNUP155_-_37371947.23-NM_004298	negative_control	454	571	592	570
Unassigned=negNUP155_-_37372512.23-NM_001278312	negative_control	328	319	324	310
Unassigned=negNUP160_-_47871376.24-all	negative_control	308	512	389	368
Unassigned=negNUP214_+_133999465.25-all	negative_control	472	394	483	452
Unassigned=negNUP54_+_77071339.24-NR_103782	negative_control	502	586	558	568
